acid_id,smiles,mw,n_heavy,n_rot,subclass,murcko_scaffold
Ac7220,COc1ccc(CCC(=O)O)cc1C(F)(F)F,248.2,17,4,acyclic_ali,c1ccccc1
Ac7223,O=C(O)c1cc(OCc2ccccc2)ccc1OCC1CC1,298.338,22,7,benzoic,c1ccc(COc2ccc(OCC3CC3)cc2)cc1
Ac7224,CC1(C)CC(=O)c2cc(C(=O)O)cnc2C1,219.24,16,1,aryl_other,O=C1CCCc2ncccc21
Ac7225,Cc1c(C(=O)O)nnn1Cc1ccc(Cl)cc1,251.673,17,3,heteroaryl,c1ccc(Cn2ccnn2)cc1
Ac7228,O=C(O)c1nnn(-c2ccc(OC(F)(F)F)cc2)n1,274.158,19,3,heteroaryl,c1ccc(-n2ncnn2)cc1
Ac7229,Cc1cc(C)c(CC(C(=O)O)C(F)(F)F)c(C)c1,260.255,18,3,acyclic_ali,c1ccccc1
Ac7230,Cc1ccc(OC(F)(F)F)cc1C(=O)O,220.146,15,2,benzoic,c1ccccc1
Ac7232,O=C(O)C1CC1c1ccc(OC(F)(F)F)cc1,246.184,17,3,cyclic_ali,c1ccc(C2CC2)cc1
Ac7233,O=C(O)C1CC1c1ccc(OCC(F)(F)F)cc1,260.211,18,4,cyclic_ali,c1ccc(C2CC2)cc1
Ac7234,COc1ncc(Br)cc1/C=C/C(=O)O,258.071,14,3,other,c1ccncc1
Ac7235,CC(C)(C)n1ncc(C(=O)O)c1-c1ccccc1,244.294,18,2,aryl_other,c1ccc(-c2ccn[nH]2)cc1
Ac7236,O=C(O)c1cnn(-c2ccccn2)c1C(F)(F)F,257.171,18,2,aryl_other,c1ccc(-n2cccn2)nc1
Ac7237,O=C(O)c1nc(Br)sc1-c1ccc(F)cc1,302.124,16,2,heteroaryl,c1ccc(-c2cncs2)cc1
Ac7239,O=C(O)c1nn2c(C(F)(F)F)cc(-c3ccccc3)nc2c1Cl,341.676,23,2,heteroaryl,c1ccc(-c2ccn3nccc3n2)cc1
Ac7240,O=C(O)c1nn2c(C(F)(F)F)cc(-c3ccccc3)nc2c1Br,386.127,23,2,heteroaryl,c1ccc(-c2ccn3nccc3n2)cc1
Ac7243,Cc1ccc(SC(CC(=O)c2ccc(C)cc2)C(=O)O)cc1,314.406,22,6,acyclic_ali,O=C(CCSc1ccccc1)c1ccccc1
Ac7244,O=C(O)Cc1ccc(OCC(F)F)cc1,216.183,15,5,acyclic_ali,c1ccccc1
Ac7245,O=C(O)C1c2ccccc2C(=O)N(C2CCCCC2)C12CCCCC2,341.451,25,2,cyclic_ali,O=C1c2ccccc2CC2(CCCCC2)N1C1CCCCC1
Ac7246,O=C(O)c1cc2cc(Br)cc(Cl)c2oc1=O,303.495,16,1,aryl_other,O=c1ccc2ccccc2o1
Ac7247,O=C(O)c1ccc(C2SCCCS2)cc1,240.349,15,2,benzoic,c1ccc(C2SCCCS2)cc1
Ac7248,CC(C)(C)OC(=O)N1CCC(N2CC(C(=O)O)CC2=O)CC1,312.366,22,2,cyclic_ali,O=C1CCCN1C1CCNCC1
Ac7249,O=C(O)C1(Oc2cccc(Cl)c2)CCC1,226.659,15,3,cyclic_ali,c1ccc(OC2CCC2)cc1
Ac7250,O=C(O)CSc1c(F)cccc1[N+](=O)[O-],231.204,15,4,acyclic_ali,c1ccccc1
Ac7252,CC(C)(C)OC(=O)C1CCC(C(=O)O)CN1C(=O)OC(C)(C)C,329.393,23,2,cyclic_ali,C1CCNCC1
Ac7253,O=C(O)c1cccc(S(=O)(=O)N(Cc2ccccc2)c2ccccc2)c1,367.426,26,6,benzoic,O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccccc1
Ac7255,COc1ccccc1N(Cc1ccccc1)S(=O)(=O)c1cccc(C(=O)O)c1,397.452,28,7,benzoic,O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccccc1
Ac7256,O=C(O)c1ccc(Cl)c(S(=O)(=O)N(Cc2ccccc2)c2ccccc2)c1,401.871,27,6,benzoic,O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccccc1
Ac7257,O=C(O)c1cccc(S(=O)(=O)N(Cc2ccccc2)c2ccccc2Cl)c1,401.871,27,6,benzoic,O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccccc1
Ac7258,O=C(O)c1cccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(Cl)cc2)c1,401.871,27,6,benzoic,O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccccc1
Ac7259,COc1ccc(N(Cc2ccccc2)S(=O)(=O)c2cccc(C(=O)O)c2)cc1,397.452,28,7,benzoic,O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccccc1
Ac7260,COc1ccc(N(Cc2ccccc2)S(=O)(=O)c2ccc(Cl)c(C(=O)O)c2)cc1,431.897,29,7,benzoic,O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccccc1
Ac7261,O=C(O)c1ccc(Cl)c(S(=O)(=O)N(Cc2ccccc2)c2ccc(F)cc2)c1,419.861,28,6,benzoic,O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccccc1
Ac7262,O=C(O)c1ccc(Cl)c(S(=O)(=O)N(Cc2ccccc2)c2ccc(Cl)cc2)c1,436.316,28,6,benzoic,O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccccc1
Ac7263,COc1ccccc1N(Cc1ccccc1)S(=O)(=O)c1cc(C(=O)O)ccc1Cl,431.897,29,7,benzoic,O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccccc1
Ac7264,COc1ccc(N(Cc2ccccc2)S(=O)(=O)c2cc(C(=O)O)ccc2Cl)cc1,431.897,29,7,benzoic,O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccccc1
Ac7265,O=C(O)c1cc(S(=O)(=O)N(Cc2ccccc2)c2ccccc2Cl)ccc1Cl,436.316,28,6,benzoic,O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccccc1
Ac7266,O=C(O)c1cccc(S(=O)(=O)N(Cc2ccccc2)c2cccc(C(F)(F)F)c2)c1,435.423,30,6,benzoic,O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccccc1
Ac7267,CCOc1ccccc1N(Cc1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)O)c1,445.924,30,8,benzoic,O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccccc1
Ac7272,Cc1ccc(C(=O)O)c(C)c1Br,229.073,12,1,benzoic,c1ccccc1
Ac7273,O=C(O)CCc1cccc(F)c1Br,247.063,13,3,acyclic_ali,c1ccccc1
Ac7274,O=C(O)C1(c2ccc(I)cn2)CCC1,303.099,14,2,alpha_quat,c1ccc(C2CCC2)nc1
Ac7275,COc1ccc(CC(=O)O)cc1C(F)(F)F,234.173,16,3,acyclic_ali,c1ccccc1
Ac7276,O=C(O)C1CC1c1ccc(OCc2ccccc2)cc1,268.312,20,5,cyclic_ali,c1ccc(COc2ccc(C3CC3)cc2)cc1
Ac7278,O=C(O)c1csc(-c2ccc(OC(F)(F)F)cc2)n1,289.234,19,3,heteroaryl,c1ccc(-c2nccs2)cc1
Ac7279,CCOC(=O)c1cnn(C(C)(C)C(=O)O)c1,226.232,16,4,acyclic_ali,c1cn[nH]c1
Ac7281,O=C(O)c1cncc(-c2ccc(Cl)cc2)n1,234.642,16,2,heteroaryl,c1ccc(-c2cnccn2)cc1
Ac7282,O=C(O)c1nn(Cc2ccccc2)c2ncccc12,253.261,19,3,heteroaryl,c1ccc(Cn2ncc3cccnc32)cc1
Ac7284,Cc1ccc(S(=O)(=O)N2CCSC2C(=O)O)cc1,287.362,18,3,alpha_amino,O=S(=O)(c1ccccc1)N1CCSC1
Ac7286,O=C(O)C1CCC(c2cc3cccnc3c(Cl)n2)CC1,290.75,20,2,cyclic_ali,c1cnc2cnc(C3CCCCC3)cc2c1
Ac7287,O=C(OCC1c2ccccc2-c2ccccc21)N1CCC(F)(C(=O)O)C1,355.365,26,3,cyclic_ali,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCC1
Ac7288,Cc1ccccc1C(=O)N1CCC(C(=O)O)CC1,247.294,18,2,cyclic_ali,O=C(c1ccccc1)N1CCCCC1
Ac7289,CCOC(=O)CN1CC23C=CC(O2)C(C(=O)O)C3C1=O,281.264,20,4,cyclic_ali,O=C1NCC23C=CC(CC12)O3
Ac7291,O=C(O)CCc1ccccc1OC(F)(F)F,234.173,16,4,acyclic_ali,c1ccccc1
Ac7292,O=C(O)CCc1ccc(F)cc1C(F)(F)F,236.164,16,3,acyclic_ali,c1ccccc1
Ac7293,O=C(O)c1ccc(-n2cccn2)c([N+](=O)[O-])c1,233.183,17,3,benzoic,c1ccc(-n2cccn2)cc1
Ac7294,O=C(O)C1(c2cccc(C(F)(F)F)c2)CCCCC1,272.266,19,2,alpha_quat,c1ccc(C2CCCCC2)cc1
Ac7295,O=C(O)c1cnn(-c2ncc(Cl)cc2Cl)c1C(F)(F)F,326.061,20,2,aryl_other,c1ccc(-n2cccn2)nc1
Ac7296,O=C(O)c1cnn(-c2ccc(C(F)(F)F)cn2)c1C(F)(F)F,325.168,22,2,aryl_other,c1ccc(-n2cccn2)nc1
Ac7297,Cc1c(C(=O)O)cc(Br)cc1C(F)(F)F,283.043,15,1,benzoic,c1ccccc1
Ac7298,CNS(=O)(=O)c1csc(C(=O)O)c1,221.259,13,3,heteroaryl,c1ccsc1
Ac7299,CCOC(=O)C1CCN(C(=O)CCC(=O)O)CC1,257.286,18,5,acyclic_ali,C1CCNCC1
Ac7301,O=C(O)/C=C/c1ccc(-c2ccccc2Cl)o1,248.665,17,3,other,c1ccc(-c2ccco2)cc1
Ac7302,Cc1ccc(S(=O)(=O)OCCC(=O)O)cc1,244.268,16,5,acyclic_ali,c1ccccc1
Ac7303,CCOC(=O)c1cnc(C(=O)O)c(Cl)c1,229.619,15,3,heteroaryl,c1ccncc1
Ac7305,O=C(O)Cc1csc2nc(-c3cccs3)cn12,264.331,17,3,acyclic_ali,c1csc(-c2cn3ccsc3n2)c1
Ac7306,COc1ccc2cc(Br)ccc2c1CC(=O)O,295.132,17,3,acyclic_ali,c1ccc2ccccc2c1
Ac7307,O=C(O)Cc1cc(Cl)c2c(c1)OCCCO2,242.658,16,2,acyclic_ali,c1ccc2c(c1)OCCCO2
Ac7310,O=C(O)c1cc(-c2ccccc2)nc2cc(Br)ccc12,328.165,20,2,aryl_other,c1ccc(-c2ccc3ccccc3n2)cc1
Ac7317,COc1cc(OC)nc(-c2ccc(C(=O)O)cc2)n1,260.249,19,4,benzoic,c1ccc(-c2ncccn2)cc1
Ac7318,CS(=O)(=O)Nc1ccc(Cl)c(C(=O)O)c1,249.675,15,3,benzoic,c1ccccc1
Ac7322,O=C(O)c1ccc(I)c(OC(F)(F)F)c1,332.015,15,2,benzoic,c1ccccc1
Ac7324,Cc1cc(F)cc(C(=O)O)c1Br,233.036,12,1,benzoic,c1ccccc1
Ac7325,C[C@H]1C[C@H](C(=O)O)CCN1C(=O)OC(C)(C)C,243.303,17,1,cyclic_ali,C1CCNCC1
Ac7326,CC(C)C(NS(=O)(=O)c1ccc2c(c1)OCCO2)C(=O)O,315.347,21,5,alpha_amino,c1ccc2c(c1)OCCO2
Ac7332,O=C(O)c1cnn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc12,386.127,23,2,aryl_other,c1ccc(-c2ccn3nccc3n2)cc1
Ac7334,COc1ccc(-c2cc(C(=O)O)c(C)o2)cc1OC,262.261,19,4,aryl_other,c1ccc(-c2ccco2)cc1
Ac7335,O=C(O)/C=C/c1ccc2c(ccn2S(=O)(=O)c2ccccc2)c1,327.361,23,4,other,O=S(=O)(c1ccccc1)n1ccc2ccccc21
Ac7336,O=C(O)c1cc(Oc2ccc(F)cc2)ccn1,233.198,17,3,heteroaryl,c1ccc(Oc2ccncc2)cc1
Ac7337,O=C(O)CSc1ncnc2cc(-c3ccc(Br)cc3)sc12,381.276,21,4,acyclic_ali,c1ccc(-c2cc3ncncc3s2)cc1
Ac7338,CCC1(C(=O)O)CCCN(C(=O)OCc2ccccc2)C1,291.347,21,4,alpha_quat,O=C(OCc1ccccc1)N1CCCCC1
Ac7340,CC(C)(C)OC(=O)N1CCC(c2ccccc2CC(=O)O)CC1,319.401,23,3,acyclic_ali,c1ccc(C2CCNCC2)cc1
Ac7341,CC(C)(C)OC(=O)N1Cc2ccccc2CC1CCC(=O)O,305.374,22,3,acyclic_ali,c1ccc2c(c1)CCNC2
Ac7342,O=C(O)c1sccc1SCc1ccc(Cl)cc1,284.789,17,4,heteroaryl,c1ccc(CSc2ccsc2)cc1
Ac7343,O=C(O)c1sccc1SCc1ccc(Cl)c(Cl)c1,319.234,18,4,heteroaryl,c1ccc(CSc2ccsc2)cc1
Ac7346,O=C(O)c1ccc(OCC2CCCO2)cc1,222.24,16,4,benzoic,c1ccc(OCC2CCCO2)cc1
Ac7347,O=C(O)CC1(c2ccccc2)C2CC3CC(C2)CC1C3,270.372,20,3,acyclic_ali,c1ccc(C2C3CC4CC(C3)CC2C4)cc1
Ac7348,O=C(O)c1cccc(CC(=O)c2ccccc2)c1,240.258,18,4,benzoic,O=C(Cc1ccccc1)c1ccccc1
Ac7349,O=C(O)c1cccc(C(=O)Cc2ccccc2)c1,240.258,18,4,benzoic,O=C(Cc1ccccc1)c1ccccc1
Ac7352,O=C(O)c1cnc2ncc(Br)cn12,242.032,13,1,heteroaryl,c1cnc2nccn2c1
Ac7354,O=C(O)C1CCCN(Cc2cccc(Cl)c2)C1,253.729,17,3,cyclic_ali,c1ccc(CN2CCCCC2)cc1
Ac7355,Cc1ccc(S(=O)(=O)N(C)C)cc1C(=O)O,243.284,16,3,benzoic,c1ccccc1
Ac7356,Cc1ccc(S(=O)(=O)N2CCOCC2)cc1C(=O)O,285.321,19,3,benzoic,O=S(=O)(c1ccccc1)N1CCOCC1
Ac7358,COc1cc(CC(=O)O)ccc1C(F)(F)F,234.173,16,3,acyclic_ali,c1ccccc1
Ac7359,Cc1cc(C(=O)O)cc(C)c1CN(C)C(=O)OC(C)(C)C,293.363,21,3,benzoic,c1ccccc1
Ac7360,O=C(O)CCCC(=O)c1cccc(C(F)(F)F)c1,260.211,18,5,acyclic_ali,c1ccccc1
Ac7362,O=C(O)c1cn(Cc2cccc(F)c2)nn1,221.191,16,3,heteroaryl,c1ccc(Cn2ccnn2)cc1
Ac7370,Cc1noc2nc(-c3ccco3)cc(C(=O)O)c12,244.206,18,2,aryl_other,c1coc(-c2ccc3cnoc3n2)c1
Ac7372,Cc1cc(C(=O)O)c2c(-c3ccco3)noc2n1,244.206,18,2,aryl_other,c1coc(-c2noc3ncccc23)c1
Ac7373,Cc1noc2nc3c(c(C(=O)O)c12)CCC3,218.212,16,1,aryl_other,c1noc2nc3c(cc12)CCC3
Ac7374,CC(C)c1noc2nc(-c3ccco3)cc(C(=O)O)c12,272.26,20,3,aryl_other,c1coc(-c2ccc3cnoc3n2)c1
Ac7377,CCCc1noc2nc(-c3ccco3)cc(C(=O)O)c12,272.26,20,4,aryl_other,c1coc(-c2ccc3cnoc3n2)c1
Ac7378,Cc1noc2nc(-c3cccc(Cl)c3)cc(C(=O)O)c12,288.69,20,2,aryl_other,c1ccc(-c2ccc3cnoc3n2)cc1
Ac7380,Cc1noc2nc(-c3ccccc3F)cc(C(=O)O)c12,272.235,20,2,aryl_other,c1ccc(-c2ccc3cnoc3n2)cc1
Ac7381,Cc1noc2nc(-c3ccccc3Cl)cc(C(=O)O)c12,288.69,20,2,aryl_other,c1ccc(-c2ccc3cnoc3n2)cc1
Ac7383,Cc1cc(-c2cc(C(=O)O)c3c(C)noc3n2)c(C)o1,272.26,20,2,aryl_other,c1cc(-c2ccc3cnoc3n2)co1
Ac7384,O=C(O)c1cc(C2CC2)nc2onc(-c3ccco3)c12,270.244,20,3,aryl_other,c1coc(-c2noc3nc(C4CC4)ccc23)c1
Ac7385,O=C(O)c1cc(-c2ccco2)nc2onc(C3CC3)c12,270.244,20,3,aryl_other,c1coc(-c2ccc3c(C4CC4)noc3n2)c1
Ac7386,Cc1noc2nc(-c3ccc(F)cc3)cc(C(=O)O)c12,272.235,20,2,aryl_other,c1ccc(-c2ccc3cnoc3n2)cc1
Ac7387,O=C(O)c1cc(C2CC2)nc2onc(-c3ccccc3)c12,280.283,21,3,aryl_other,c1ccc(-c2noc3nc(C4CC4)ccc23)cc1
Ac7388,O=C(O)c1cc(-c2ccccc2)nc2onc(C3CC3)c12,280.283,21,3,aryl_other,c1ccc(-c2ccc3c(C4CC4)noc3n2)cc1
Ac7389,O=C(O)c1cc(-c2ccco2)nc2onc(-c3ccco3)c12,296.238,22,3,aryl_other,c1coc(-c2ccc3c(-c4ccco4)noc3n2)c1
Ac7390,CCOc1ccc(-c2cc(C(=O)O)c3c(C)noc3n2)cc1,298.298,22,4,aryl_other,c1ccc(-c2ccc3cnoc3n2)cc1
Ac7391,Cc1ccc(-c2cc(C(=O)O)c3c(C)noc3n2)c(C)c1,282.299,21,2,aryl_other,c1ccc(-c2ccc3cnoc3n2)cc1
Ac7392,Cc1noc2nc(-c3cc(F)ccc3F)cc(C(=O)O)c12,290.225,21,2,aryl_other,c1ccc(-c2ccc3cnoc3n2)cc1
Ac7393,O=C(O)c1cc(-c2ccccc2F)nc2onc(C3CC3)c12,298.273,22,3,aryl_other,c1ccc(-c2ccc3c(C4CC4)noc3n2)cc1
Ac7394,Cc1noc2nc(-c3ccccc3C(F)(F)F)cc(C(=O)O)c12,322.242,23,2,aryl_other,c1ccc(-c2ccc3cnoc3n2)cc1
Ac7395,Cc1ccc(N(Cc2ccc(C(=O)O)cc2)S(C)(=O)=O)cc1C,333.409,23,5,benzoic,c1ccc(CNc2ccccc2)cc1
Ac7396,O=C(O)CCNS(=O)(=O)c1cccc2nsnc12,287.322,18,5,acyclic_ali,c1ccc2nsnc2c1
Ac7397,O=C(O)C1(c2nc3ccccc3s2)CC1,219.265,15,2,alpha_quat,c1ccc2sc(C3CC3)nc2c1
Ac7399,C=CCNS(=O)(=O)c1cccc(C(=O)O)c1,241.268,16,5,benzoic,c1ccccc1
Ac7401,COCCS(=O)(=O)c1ccc(CC(=O)O)cc1,258.295,17,6,acyclic_ali,c1ccccc1
Ac7402,N#Cc1ccc(Sc2ccc(C(=O)O)cc2)cc1,255.298,18,3,benzoic,c1ccc(Sc2ccccc2)cc1
Ac7407,O=C(O)c1cc(-c2ccc(CC(c3ccccc3)c3nc(-c4ccccc4)no3)cc2)no1,437.455,33,7,heteroaryl,c1ccc(-c2noc(C(Cc3ccc(-c4ccon4)cc3)c3ccccc3)n2)cc1
Ac7408,O=C(O)c1cc(-c2ccc(CC(C(=O)c3ccc(Cl)cc3)c3ccc(F)c(F)c3)cc2)no1,467.855,33,7,heteroaryl,O=C(c1ccccc1)C(Cc1ccc(-c2ccon2)cc1)c1ccccc1
Ac7409,O=C(O)c1nn2cccnc2c1Br,242.032,13,1,heteroaryl,c1cnc2ccnn2c1
Ac7410,COc1ccc(Cn2ccc(C(=O)O)n2)cc1,232.239,17,4,heteroaryl,c1ccc(Cn2cccn2)cc1
Ac7411,O=C(O)Cc1c(Cl)cc(OC(F)(F)F)cc1Cl,289.036,17,3,acyclic_ali,c1ccccc1
Ac7413,O=C(O)c1cc(Cl)c(F)c([N+](=O)[O-])c1,219.555,14,2,benzoic,c1ccccc1
Ac7414,O=C(O)c1[nH]nc(C(F)(F)F)c1[N+](=O)[O-],225.082,15,2,heteroaryl,c1cn[nH]c1
Ac7416,CCOc1ccc(CC(=O)O)c(F)c1F,216.183,15,4,acyclic_ali,c1ccccc1
Ac7417,CC(C)COc1cc(Br)cc(C(=O)O)c1,273.126,15,4,benzoic,c1ccccc1
Ac7420,O=C(O)c1ccc(CS(=O)(=O)Cl)cc1,234.66,14,3,benzoic,c1ccccc1
Ac7421,CC1(C)OB(c2cc(F)ccc2C(=O)O)OC1(C)C,266.077,19,2,benzoic,c1ccc(B2OCCO2)cc1
Ac7422,CC1(C)OB(c2cc(C(F)(F)F)ccc2C(=O)O)OC1(C)C,316.084,22,2,benzoic,c1ccc(B2OCCO2)cc1
Ac7424,CCc1nc(-c2cccc(C(=O)O)c2)no1,218.212,16,3,benzoic,c1ccc(-c2ncon2)cc1
Ac7425,COC(=O)c1sc(C(=O)O)cc1C(F)(F)F,254.185,16,2,heteroaryl,c1ccsc1
Ac7426,CCC(C(=O)O)c1cccc(C(F)(F)F)c1,232.201,16,3,acyclic_ali,c1ccccc1
Ac7428,COc1cn(-c2ccccc2)nc1C(=O)O,218.212,16,3,heteroaryl,c1ccc(-n2cccn2)cc1
Ac7429,O=C(O)c1ccc(C(Br)Br)c(Cl)c1,328.387,13,2,benzoic,c1ccccc1
Ac7430,O=C(O)c1ccc(COC(F)(F)F)cc1,220.146,15,3,benzoic,c1ccccc1
Ac7433,O=C(O)c1cc(-c2ccccc2)nc2nc(N3CCCCC3)sc12,339.42,24,3,aryl_other,c1ccc(-c2ccc3sc(N4CCCCC4)nc3n2)cc1
Ac7434,O=C(O)c1cccc(Cn2cc(Br)cn2)c1,281.109,16,3,benzoic,c1ccc(Cn2cccn2)cc1
Ac7435,O=C(O)CCSc1cc(F)ccc1F,218.224,14,4,acyclic_ali,c1ccccc1
Ac7436,O=C(O)c1cccc(CSc2cc(Cl)cc(Cl)c2)c1,313.205,19,4,benzoic,c1ccc(CSc2ccccc2)cc1
Ac7437,Cc1ccc(SCc2cccc(C(=O)O)c2)c(C)c1,272.369,19,4,benzoic,c1ccc(CSc2ccccc2)cc1
Ac7438,Cc1ccc(C)c(SCc2cccc(C(=O)O)c2)c1,272.369,19,4,benzoic,c1ccc(CSc2ccccc2)cc1
Ac7439,O=C(O)[C@H](Cc1ccccc1)n1sc2ccccc2c1=O,299.351,21,4,acyclic_ali,O=c1c2ccccc2sn1CCc1ccccc1
Ac7440,CCn1cc(Br)c(C(=O)O)n1,219.038,11,2,heteroaryl,c1cn[nH]c1
Ac7442,O=C(O)c1oc2ccccc2c1CSCc1ccccc1,298.363,21,5,heteroaryl,c1ccc(CSCc2coc3ccccc23)cc1
Ac7443,Cc1nn(Cc2ccccc2Cl)c(Cl)c1C(=O)O,285.13,18,3,aryl_other,c1ccc(Cn2cccn2)cc1
Ac7444,O=C(O)c1cc2c(s1)-c1cc(Cl)ccc1SC2,282.773,17,1,heteroaryl,c1ccc2c(c1)SCc1ccsc1-2
Ac7448,CC(C)C1(C(=O)O)CCN(C(=O)OC(C)(C)C)CC1,271.357,19,2,alpha_quat,C1CCNCC1
Ac7449,Cc1nn(C)c(Oc2cccc(Cl)c2)c1C(=O)O,266.684,18,3,aryl_other,c1ccc(Oc2ccn[nH]2)cc1
Ac7450,COc1cc(C(F)(F)F)n2nc(C(=O)O)cc2c1,260.171,18,2,heteroaryl,c1ccn2nccc2c1
Ac7452,Cc1cc(S(=O)(=O)C(C)C)ccc1C(=O)O,242.296,16,3,benzoic,c1ccccc1
Ac7455,CNS(=O)(=O)c1ccc(C(=O)O)cn1,216.218,14,3,aryl_other,c1ccncc1
Ac7457,Cc1cc(C(=O)O)nn1-c1cccc(F)c1,220.203,16,2,heteroaryl,c1ccc(-n2cccn2)cc1
Ac7458,COc1ccc(-n2nc(C(=O)O)cc2C)cc1,232.239,17,3,heteroaryl,c1ccc(-n2cccn2)cc1
Ac7459,Cn1nc(-c2ccc(Cl)cc2Cl)cc1C(=O)O,271.103,17,2,heteroaryl,c1ccc(-c2cc[nH]n2)cc1
Ac7460,Cc1cc(N2CCCS2(=O)=O)ccc1C(=O)O,255.295,17,2,benzoic,O=S1(=O)CCCN1c1ccccc1
Ac7461,O=C(O)c1scnc1-c1ccc(Br)cc1,284.134,15,2,heteroaryl,c1ccc(-c2cscn2)cc1
Ac7462,O=C(O)c1cn(Cc2ccccc2)nc1[N+](=O)[O-],247.21,18,4,aryl_other,c1ccc(Cn2cccn2)cc1
Ac7463,CC(C)(C)OC(=O)N1CCc2ccc(CC(=O)O)cc2C1,291.347,21,2,acyclic_ali,c1ccc2c(c1)CCNC2
Ac7464,O=C(O)c1cc(-c2ccccc2)nc2c1cnn2Cc1cccnc1,330.347,25,4,aryl_other,c1ccc(-c2ccc3cnn(Cc4cccnc4)c3n2)cc1
Ac7465,O=C(O)c1cc(-c2ccccc2)nc2c1cnn2Cc1ccccc1,329.359,25,4,aryl_other,c1ccc(Cn2ncc3ccc(-c4ccccc4)nc32)cc1
Ac7466,O=C(O)c1cc(-c2ccccc2)nc2c1cnn2Cc1ccco1,319.32,24,4,aryl_other,c1ccc(-c2ccc3cnn(Cc4ccco4)c3n2)cc1
Ac7467,CCn1ncc2c(C(=O)O)cc(-c3ccccc3)nc21,267.288,20,3,aryl_other,c1ccc(-c2ccc3cn[nH]c3n2)cc1
Ac7471,O=C(O)c1ccc(Br)c(OC(F)(F)F)c1F,303.005,16,2,benzoic,c1ccccc1
Ac7472,Cc1nc(-c2ccc(Cl)s2)sc1C(=O)O,259.739,15,2,heteroaryl,c1csc(-c2nccs2)c1
Ac7473,Cc1ccccc1-c1cc(C(=O)O)n(C)n1,216.24,16,2,heteroaryl,c1ccc(-c2cc[nH]n2)cc1
Ac7474,COc1ccc(-c2cc(C(=O)O)n(C)n2)cc1OC,262.265,19,4,heteroaryl,c1ccc(-c2cc[nH]n2)cc1
Ac7475,Cc1ccc(S(=O)(=O)F)cc1C(=O)O,218.205,14,2,benzoic,c1ccccc1
Ac7476,O=C(O)c1cc(S(=O)(=O)F)ccc1Br,283.074,14,2,benzoic,c1ccccc1
Ac7477,CCc1ccc(C(=O)O)cc1C#Cc1cnc2ccnn2c1,291.31,22,2,benzoic,C(#Cc1cnc2ccnn2c1)c1ccccc1
Ac7478,O=C(O)c1cc(OC(F)(F)F)c(Br)cc1Cl,319.46,16,2,benzoic,c1ccccc1
Ac7481,O=C(O)CC1(c2ccc(C(F)(F)F)cc2)CCC1,258.239,18,3,acyclic_ali,c1ccc(C2CCC2)cc1
Ac7483,CN(CCOc1ccccc1C(=O)O)C(=O)OC(C)(C)C,295.335,21,5,benzoic,c1ccccc1
Ac7485,CC(C)(C)OC(=O)N1C[C@H](C(=O)O)[C@@H](c2cccc(F)c2)C1,309.337,22,2,cyclic_ali,c1ccc(C2CCNC2)cc1
Ac7486,O=C(O)c1cc(Cl)cc(S(F)(F)(F)(F)F)c1,282.617,16,2,benzoic,c1ccccc1
Ac7487,Cc1cc(C(=O)O)cc(S(F)(F)(F)(F)F)c1,262.199,16,2,benzoic,c1ccccc1
Ac7488,CC(C)(c1cccc(C(=O)O)c1)C(F)(F)F,232.201,16,2,benzoic,c1ccccc1
Ac7489,COc1ccc(S(F)(F)(F)(F)F)cc1C(=O)O,278.198,17,3,benzoic,c1ccccc1
Ac7490,O=C(O)CS(=O)(=O)Nc1ccc(F)c([N+](=O)[O-])c1,278.217,18,5,acyclic_ali,c1ccccc1
Ac7491,CC(C)COc1cccc(OCC(=O)O)c1,224.256,16,6,acyclic_ali,c1ccccc1
Ac7492,Cc1c(C(=O)O)cnn1-c1ccc(Cl)cc1Cl,271.103,17,2,aryl_other,c1ccc(-n2cccn2)cc1
Ac7493,CC(C)c1c(C(=O)O)cnn1-c1ccc(C(F)(F)F)cn1,299.252,21,3,aryl_other,c1ccc(-n2cccn2)nc1
Ac7494,O=C(O)c1csc(OCCOC2CCCCO2)n1,273.31,18,6,heteroaryl,c1csc(OCCOC2CCCCO2)n1
Ac7499,CC(C)CC(NS(=O)(=O)c1ccc(C(C)(C)C)cc1)C(=O)O,327.446,22,6,alpha_amino,c1ccccc1
Ac7500,CC(C)CC(NS(=O)(=O)c1ccc(F)cc1)C(=O)O,289.328,19,6,alpha_amino,c1ccccc1
