acid_id,smiles,mw,n_heavy,n_rot,subclass,murcko_scaffold
Ac1128,CC(Sc1ccc(Cl)cc1)C(=O)O,216.689,13,3,acyclic_ali,c1ccccc1
Ac1129,O=C(O)CCCS(=O)(=O)c1ccccc1,228.269,15,5,acyclic_ali,c1ccccc1
Ac1130,COc1c(Br)cc(Br)cc1C(=O)O,309.941,13,2,benzoic,c1ccccc1
Ac1134,Cc1ccc(S(=O)(=O)N(C)CC(=O)O)cc1,243.284,16,4,alpha_amino,c1ccccc1
Ac1135,CC(Oc1ccc(Br)cc1)C(=O)O,245.072,13,3,acyclic_ali,c1ccccc1
Ac1137,O=C(O)c1ccc([N+](=O)[O-])c(Br)c1,246.016,13,2,benzoic,c1ccccc1
Ac1139,O=C(O)Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,348.398,26,8,acyclic_ali,c1ccc(COc2ccccc2OCc2ccccc2)cc1
Ac1140,CCCCCCCCCc1ccc(C(=O)O)cc1,248.366,18,9,benzoic,c1ccccc1
Ac1141,COc1ccc(C(=O)O)c([N+](=O)[O-])c1OC,227.172,16,4,benzoic,c1ccccc1
Ac1144,CS(=O)(=O)c1ccc(/C=C/C(=O)O)cc1,226.253,15,3,other,c1ccccc1
Ac1145,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)c1ccccc1C(=O)O,304.386,22,4,benzoic,O=C(OC1CCCCC1)c1ccccc1
Ac1146,O=C(O)COc1ccc(Br)cc1Br,309.941,13,3,acyclic_ali,c1ccccc1
Ac1147,CC(C(=O)O)c1ccc(C(F)(F)F)cc1,218.174,15,2,acyclic_ali,c1ccccc1
Ac1148,CC(=O)SCC(CC(=O)c1ccc(C)cc1)C(=O)O,280.345,19,6,acyclic_ali,c1ccccc1
Ac1149,CO[C@H](C(=O)O)c1ccc2ccccc2c1,216.236,16,3,acyclic_ali,c1ccc2ccccc2c1
Ac1150,CCN(CC)C(=O)c1cccc(C(=O)O)n1,222.244,16,4,heteroaryl,c1ccncc1
Ac1151,O=C(O)C/C=C/c1ccc(Br)cc1,241.084,13,3,acyclic_ali,c1ccccc1
Ac1152,CC(C)(C)OC(=O)N1CCc2sc(C(=O)O)cc2C1,283.349,19,1,heteroaryl,c1cc2c(s1)CCNC2
Ac1153,O=C(O)Cc1cc(Br)cc(Br)c1,293.942,12,2,acyclic_ali,c1ccccc1
Ac1155,Cc1ccn(-c2ccc(C(=O)O)c(Cl)c2)n1,236.658,16,2,benzoic,c1ccc(-n2cccn2)cc1
Ac1156,O=C(O)c1cc(Cl)nc(C(F)(F)F)c1,225.553,14,1,aryl_other,c1ccncc1
Ac1157,O=C(O)CCCN1C(=O)c2cccc3cccc(c23)C1=O,283.283,21,4,acyclic_ali,O=C1NC(=O)c2cccc3cccc1c23
Ac1158,CC(C)Oc1ccc(C(=O)O)cc1C(F)(F)F,248.2,17,3,benzoic,c1ccccc1
Ac1159,C=C1C(=O)O[C@H](CCCCCCCC)[C@H]1C(=O)O,254.326,18,8,cyclic_ali,C=C1CCOC1=O
Ac1160,O=C(O)c1ccc(Cl)cc1C(F)(F)F,224.565,14,1,benzoic,c1ccccc1
Ac1162,Cc1cc(F)c(C(=O)O)cc1Br,233.036,12,1,benzoic,c1ccccc1
Ac1163,Cc1cc(Br)cc(F)c1C(=O)O,233.036,12,1,benzoic,c1ccccc1
Ac1166,Cc1sc(C(=O)O)cc1Br,221.075,10,1,heteroaryl,c1ccsc1
Ac1168,O=C(O)C(Br)CCN1C(=O)c2ccccc2C1=O,312.119,18,4,acyclic_ali,O=C1NC(=O)c2ccccc21
Ac1170,O=C(O)c1cc(-c2ccccc2)nn1-c1ccccc1,264.284,20,3,heteroaryl,c1ccc(-c2ccn(-c3ccccc3)n2)cc1
Ac1171,O=C(O)c1cc2c(Br)cccc2s1,257.108,13,1,heteroaryl,c1ccc2sccc2c1
Ac1173,O=C(O)c1cc(Br)c(F)cc1F,236.999,12,1,benzoic,c1ccccc1
Ac1175,CC(=O)Oc1ccc([N+](=O)[O-])cc1C(=O)O,225.156,16,3,benzoic,c1ccccc1
Ac1176,O=C(O)CCOc1ccc(Br)cc1,245.072,13,4,acyclic_ali,c1ccccc1
Ac1177,O=C(O)CCSc1ccc2ccccc2c1,232.304,16,4,acyclic_ali,c1ccc2ccccc2c1
Ac1178,Cc1ccc(S(=O)(=O)CCC(=O)O)cc1,228.269,15,4,acyclic_ali,c1ccccc1
Ac1179,Cc1cc(C(=O)O)cc(C)c1Br,229.073,12,1,benzoic,c1ccccc1
Ac1182,COc1ccc(C(=O)CCCCC(=O)O)cc1,236.267,17,7,acyclic_ali,c1ccccc1
Ac1183,COc1c(Cl)cc(Cl)c(OC)c1C(=O)O,251.065,15,3,benzoic,c1ccccc1
Ac1186,O=C(O)c1ccc(S(=O)(=O)C(F)(F)F)cc1,254.185,16,2,benzoic,c1ccccc1
Ac1189,CCCCC(=O)Oc1ccccc1C(=O)O,222.24,16,5,benzoic,c1ccccc1
Ac1191,COC(=O)c1ccc(C(=O)O)c([N+](=O)[O-])c1,225.156,16,3,benzoic,c1ccccc1
Ac1192,O=C(O)c1ccc(NS(=O)(=O)Cc2ccccc2)cc1,291.328,20,5,benzoic,O=S(=O)(Cc1ccccc1)Nc1ccccc1
Ac1193,O=C(O)CNS(=O)(=O)c1ccc2ccccc2c1,265.29,18,4,alpha_amino,c1ccc2ccccc2c1
Ac1194,Cn1nc(C(F)(F)F)c(C(=O)O)c1Cl,228.557,14,1,aryl_other,c1cn[nH]c1
Ac1195,O=C(O)CC(=O)OCc1ccc([N+](=O)[O-])cc1,239.183,17,5,acyclic_ali,c1ccccc1
Ac1196,COc1cc(C(=O)O)c(OC)c2ccccc12,232.235,17,3,benzoic,c1ccc2ccccc2c1
Ac1197,CN(CCCC(=O)O)C(=O)OCc1ccccc1,251.282,18,6,acyclic_ali,c1ccccc1
Ac1198,CC(=O)Oc1cc(C)cc(C)c1C(C)(C)CC(=O)O,264.321,19,4,acyclic_ali,c1ccccc1
Ac1201,CC(C)(C)OC(=O)N1CCC(OCC(=O)O)CC1,259.302,18,3,acyclic_ali,C1CCNCC1
Ac1202,CC(C)(C)OC(=O)N1CCC(Oc2ccc(C(=O)O)cc2)CC1,321.373,23,3,benzoic,c1ccc(OC2CCNCC2)cc1
Ac1203,CC(C)(C)OC(=O)N1CCC(C(=O)O)(c2ccc(Cl)cc2)CC1,339.819,23,2,alpha_quat,c1ccc(C2CCNCC2)cc1
Ac1204,Cc1c(S(C)(=O)=O)ccc(C(=O)O)c1Cl,248.687,15,2,benzoic,c1ccccc1
Ac1206,O=C(O)C(F)(F)c1ccc(Br)cc1,251.026,13,2,acyclic_ali,c1ccccc1
Ac1208,O=C(O)c1nc(Cl)ccc1Br,236.452,11,1,heteroaryl,c1ccncc1
Ac1209,O=C(O)c1ccc(F)c(F)c1CSc1ccccc1,280.295,19,4,benzoic,c1ccc(CSc2ccccc2)cc1
Ac1211,Cc1ccc(-c2nc(C(=O)O)cs2)cc1,219.265,15,2,heteroaryl,c1ccc(-c2nccs2)cc1
Ac1212,Cc1nc(-c2ccc(Cl)cc2)sc1C(=O)O,253.71,16,2,heteroaryl,c1ccc(-c2nccs2)cc1
Ac1216,O=C(O)Cc1ccc(Br)c2ccccc12,265.106,15,2,acyclic_ali,c1ccc2ccccc2c1
Ac1217,O=C(O)CS(=O)c1ccc([N+](=O)[O-])cc1,229.213,15,4,acyclic_ali,c1ccccc1
Ac1218,O=C(O)C(c1ccccc1)S(=O)(=O)O,216.214,14,3,acyclic_ali,c1ccccc1
Ac1219,O=C(O)Cc1ccccc1Sc1ccccc1,244.315,17,4,acyclic_ali,c1ccc(Sc2ccccc2)cc1
Ac1220,O=C(O)c1cc([N+](=O)[O-])c(Cl)cc1F,219.555,14,2,benzoic,c1ccccc1
Ac1221,O=C(O)Cc1ccc(Cl)cc1Br,249.491,12,2,acyclic_ali,c1ccccc1
Ac1224,O=C(O)CNS(=O)(=O)c1ccccc1[N+](=O)[O-],260.227,17,5,alpha_amino,c1ccccc1
Ac1225,O=C(O)CSc1cccc2ccccc12,218.277,15,3,acyclic_ali,c1ccc2ccccc2c1
Ac1226,O=C(O)/C(=C/c1cccc([N+](=O)[O-])c1)c1ccccc1,269.256,20,4,other,C(=Cc1ccccc1)c1ccccc1
Ac1227,C=C(CC(=O)OCc1ccc(OC)cc1)C(=O)O,250.25,18,6,other,c1ccccc1
Ac1228,O=C(O)Cc1ccc(C(F)(F)F)cc1[N+](=O)[O-],249.144,17,3,acyclic_ali,c1ccccc1
Ac1229,COc1ccc2cc(CCC(=O)O)ccc2c1,230.263,17,4,acyclic_ali,c1ccc2ccccc2c1
Ac1233,COc1ccccc1/C=C(/C(=O)O)c1ccccc1,254.285,19,4,other,C(=Cc1ccccc1)c1ccccc1
Ac1234,CCOc1ccc(C(=O)O)c2ccccc12,216.236,16,3,benzoic,c1ccc2ccccc2c1
Ac1235,COc1cc(C(=O)O)cc(C(F)(F)F)c1,220.146,15,2,benzoic,c1ccccc1
Ac1236,CC(NS(=O)(=O)c1ccccc1)C(=O)O,229.257,15,4,alpha_amino,c1ccccc1
Ac1237,O=C(O)c1cccc(Br)c1Br,279.915,11,1,benzoic,c1ccccc1
Ac1238,O=C(O)c1cccc(Br)c1[N+](=O)[O-],246.016,13,2,benzoic,c1ccccc1
Ac1239,CN(CC(=O)O)S(=O)(=O)c1ccccc1,229.257,15,4,alpha_amino,c1ccccc1
Ac1240,O=C(O)c1ccc(Br)cc1C(=O)c1ccccc1,305.127,18,3,benzoic,O=C(c1ccccc1)c1ccccc1
Ac1245,CC(CSC(=O)c1ccccc1)C(=O)O,224.281,15,4,acyclic_ali,c1ccccc1
Ac1246,O=C(O)CCc1cc(Cl)cc(Cl)c1,219.067,13,3,acyclic_ali,c1ccccc1
Ac1247,CCC[C@H]1CC[C@H]([C@H]2CC[C@H](C(=O)O)CC2)CC1,252.398,18,4,cyclic_ali,C1CCC(C2CCCCC2)CC1
Ac1248,O=C(O)c1ccc2cc(OCc3ccccc3)ccc2c1,278.307,21,4,benzoic,c1ccc(COc2ccc3ccccc3c2)cc1
Ac1249,O=C(O)c1cn(Cc2c(F)cccc2F)nn1,239.181,17,3,heteroaryl,c1ccc(Cn2ccnn2)cc1
Ac1250,O=C(O)CCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,382.463,29,7,acyclic_ali,c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1
Ac1252,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,414.549,31,5,benzoic,C(=Cc1cc2c(cc1Cn1cccn1)CCCC2)c1ccccc1
Ac1253,CS(=O)(=O)Nc1ccc(-c2coc3cc(OCc4cccc(C(=O)O)c4)ccc3c2=O)cc1,465.483,33,7,benzoic,O=c1c(-c2ccccc2)coc2cc(OCc3ccccc3)ccc12
Ac1254,CS(=O)(=O)c1ccc(F)c(C(=O)O)c1,218.205,14,2,benzoic,c1ccccc1
Ac1255,Cc1cc(C(=O)O)ccc1B1OC(C)(C)C(C)(C)O1,262.114,19,2,benzoic,c1ccc(B2OCCO2)cc1
Ac1257,CC(C)(C)OC(=O)N1CCc2c(cccc2C(=O)O)C1,277.32,20,1,benzoic,c1ccc2c(c1)CCNC2
Ac1258,COc1ccc(Br)c(C(=O)O)c1F,249.035,13,2,benzoic,c1ccccc1
Ac1259,COc1ccc2cc(OCC3(C(=O)O)CN(C(=O)c4ccc(F)cc4)C3)ccc2c1,409.413,30,6,alpha_quat,O=C(c1ccccc1)N1CC(COc2ccc3ccccc3c2)C1
Ac1260,CC(C)(C)OC(=O)N1CCc2cccc(C(=O)O)c2C1,277.32,20,1,benzoic,c1ccc2c(c1)CCNC2
Ac1261,O=C(O)c1csc(-c2c(F)cccc2F)n1,241.218,16,2,heteroaryl,c1ccc(-c2nccs2)cc1
Ac1262,O=C(O)/C=C(/CCc1ccc(Cl)cc1)c1ccccc1,286.758,20,5,other,C=C(CCc1ccccc1)c1ccccc1
Ac1263,O=C(O)c1ccc(OCC(F)(F)F)cn1,221.134,15,3,heteroaryl,c1ccncc1
Ac1264,CC(C)(C)OC(=O)N1CCC(F)(C(=O)O)C1,233.239,16,1,cyclic_ali,C1CCNC1
Ac1265,O=C(O)c1sc(Br)cc1Br,285.944,10,1,heteroaryl,c1ccsc1
Ac1266,Cc1ncc(Br)c(C(=O)O)n1,217.022,11,1,heteroaryl,c1cncnc1
Ac1267,O=C(O)Cc1csc(-c2ccccc2)n1,219.265,15,3,acyclic_ali,c1ccc(-c2nccs2)cc1
Ac1269,Cc1c(C(=O)O)c(-c2ccccc2)nn1-c1ccccc1,278.311,21,3,aryl_other,c1ccc(-c2ccn(-c3ccccc3)n2)cc1
Ac1271,Cc1cc(Br)sc1C(=O)O,221.075,10,1,heteroaryl,c1ccsc1
Ac1276,CC(Cc1ccc(C(C)(C)C)cc1)C(=O)O,220.312,16,3,acyclic_ali,c1ccccc1
Ac1278,Cc1ccc(C(=S)SCC(=O)O)cc1,226.322,14,3,acyclic_ali,c1ccccc1
Ac1279,COc1cc(Cl)c(C(=O)O)cc1OC,216.62,14,3,benzoic,c1ccccc1
Ac1280,CC(Oc1ccc2ccccc2c1)C(=O)O,216.236,16,3,acyclic_ali,c1ccc2ccccc2c1
Ac1281,O=C(O)c1c(Cl)cccc1C(F)(F)F,224.565,14,1,benzoic,c1ccccc1
Ac1282,O=C(O)c1cc(I)c(I)c(I)c1,499.811,12,1,benzoic,c1ccccc1
Ac1283,O=C(O)c1cccc(OC(F)(F)C(F)F)c1,238.136,16,4,benzoic,c1ccccc1
Ac1285,COc1ccc([N+](=O)[O-])c(OC)c1C(=O)O,227.172,16,4,benzoic,c1ccccc1
Ac1286,O=C(O)c1ccc(OC(F)(F)F)c([N+](=O)[O-])c1,251.116,17,3,benzoic,c1ccccc1
Ac1287,COc1ccc(C(=O)O)c(Br)c1OC,261.071,14,3,benzoic,c1ccccc1
Ac1288,COc1ccc(C(=O)CCC(=O)O)c(C)c1,222.24,16,5,acyclic_ali,c1ccccc1
Ac1289,O=C(O)c1cccc(S(=O)(=O)C(F)(F)F)c1,254.185,16,2,benzoic,c1ccccc1
Ac1290,COc1ccc(C(=O)CC(C)C(=O)O)cc1,222.24,16,5,acyclic_ali,c1ccccc1
Ac1293,CCCCC[C@H]1CC[C@H](c2ccc(C(=O)O)cc2)CC1,274.404,20,6,benzoic,c1ccc(C2CCCCC2)cc1
Ac1294,O=C(O)c1cc(F)c(Cl)c([N+](=O)[O-])c1Cl,254.0,15,2,benzoic,c1ccccc1
Ac1297,O=C(O)C1(c2cccc(C(F)(F)F)c2)CC1,230.185,16,2,alpha_quat,c1ccc(C2CC2)cc1
Ac1298,CC(C)(C)OC(=O)C[C@@H](CC1CCCC1)C(=O)O,256.342,18,5,acyclic_ali,C1CCCC1
Ac1299,O=C(O)C1CCCN(C(=O)OCC2c3ccccc3-c3ccccc32)C1,351.402,26,3,cyclic_ali,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCCC1
Ac1300,O=C(O)c1cn(S(=O)(=O)c2ccccc2)c2ccccc12,301.323,21,3,aryl_other,O=S(=O)(c1ccccc1)n1ccc2ccccc21
Ac1301,O=C(O)c1cc(Br)c(F)c(F)c1F,254.989,13,1,benzoic,c1ccccc1
Ac1304,O=C(O)c1cc(S(=O)(=O)Cl)ccc1Br,299.529,14,2,benzoic,c1ccccc1
Ac1306,COc1ccc(COc2ccc(C(=O)O)c(Cl)c2OCc2ccc(OC)cc2)cc1,428.868,30,9,benzoic,c1ccc(COc2ccccc2OCc2ccccc2)cc1
Ac1307,O=C(O)c1nc(-c2ccccc2)oc1C(F)(F)F,257.167,18,2,heteroaryl,c1ccc(-c2ncco2)cc1
Ac1308,Cc1nc(C(=O)O)c(-c2cccc(F)c2)s1,237.255,16,2,heteroaryl,c1ccc(-c2cncs2)cc1
Ac1309,COc1cc(Br)ccc1CC(=O)O,245.072,13,3,acyclic_ali,c1ccccc1
Ac1310,COc1ccc(Cn2cc(C(=O)O)cn2)cc1,232.239,17,4,aryl_other,c1ccc(Cn2cccn2)cc1
Ac1311,O=C(O)c1ccc(C(F)(F)F)cc1I,316.016,14,1,benzoic,c1ccccc1
Ac1312,O=C(O)c1cc(Cl)ncc1Br,236.452,11,1,aryl_other,c1ccncc1
Ac1313,Cc1ccc(S(=O)(=O)CC(CS(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(C(=O)O)cc2)cc1,500.594,34,9,benzoic,O=C(c1ccccc1)C(CS(=O)(=O)c1ccccc1)CS(=O)(=O)c1ccccc1
Ac1314,O=C(O)CCSc1nc2ccccc2s1,239.321,15,4,acyclic_ali,c1ccc2scnc2c1
Ac1315,O=C(O)c1ccc2oc3ccccc3c(=O)c2c1,240.214,18,1,benzoic,O=c1c2ccccc2oc2ccccc12
Ac1316,COc1ccc(-c2cc(C(=O)O)c3ccccc3n2)cc1OC,309.321,23,4,aryl_other,c1ccc(-c2ccc3ccccc3n2)cc1
Ac1317,O=C(O)c1ccc(S(=O)(=O)N2CCOCC2)cc1,271.294,18,3,benzoic,O=S(=O)(c1ccccc1)N1CCOCC1
Ac1318,COc1ccc(-n2nnc(C(=O)O)c2C)cc1,233.227,17,3,heteroaryl,c1ccc(-n2ccnn2)cc1
Ac1319,CCOc1c(OC)cc(C(=O)O)cc1OC,226.228,16,5,benzoic,c1ccccc1
Ac1321,O=C1C=CC(=O)N1C[C@H]1CC[C@H](C(=O)O)CC1,237.255,17,3,cyclic_ali,O=C1C=CC(=O)N1CC1CCCCC1
Ac1322,O=C(O)COCCN1C(=O)c2ccccc2C1=O,249.222,18,5,acyclic_ali,O=C1NC(=O)c2ccccc21
Ac1325,CC(Oc1ccc(C(C)(C)C)cc1)C(=O)O,222.284,16,3,acyclic_ali,c1ccccc1
Ac1326,O=C(O)CSc1cc(Cl)ccc1Cl,237.107,13,3,acyclic_ali,c1ccccc1
Ac1327,O=C(O)/C(=C/c1ccccc1Cl)c1ccccc1,258.704,18,3,other,C(=Cc1ccccc1)c1ccccc1
Ac1328,O=C(O)CCCCCCCCCCCCCCc1ccccc1,318.501,23,15,acyclic_ali,c1ccccc1
Ac1329,O=C(O)CCCc1ccc(Cl)c(Cl)c1,233.094,14,4,acyclic_ali,c1ccccc1
Ac1330,O=C(O)c1ccc2c3cccc4cccc(c5cccc1c52)c43,296.325,23,1,benzoic,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
Ac1334,O=C(O)CS(=O)(=O)c1ccc([N+](=O)[O-])cc1,245.212,16,4,acyclic_ali,c1ccccc1
Ac1337,COc1cccc(I)c1C(=O)O,278.045,12,2,benzoic,c1ccccc1
Ac1338,O=C(O)c1cc(Br)c(Br)c(Br)c1,358.811,12,1,benzoic,c1ccccc1
Ac1339,O=C(O)CCC(=O)CCC(=O)c1ccccc1,234.251,17,7,acyclic_ali,c1ccccc1
Ac1340,COc1cc(C(F)(F)F)ccc1C(=O)O,220.146,15,2,benzoic,c1ccccc1
Ac1341,COc1cc(OC)c([N+](=O)[O-])cc1C(=O)O,227.172,16,4,benzoic,c1ccccc1
Ac1342,O=C(O)CCCCCCC(=O)c1ccccc1,234.295,17,8,acyclic_ali,c1ccccc1
Ac1343,O=C(O)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,318.169,21,5,benzoic,c1ccccc1
Ac1344,COc1ccc(C)cc1C(=O)CCC(=O)O,222.24,16,5,acyclic_ali,c1ccccc1
Ac1345,O=C(O)CCNS(=O)(=O)c1ccccc1,229.257,15,5,acyclic_ali,c1ccccc1
Ac1347,Cc1cc(C)c(C(=O)O)cc1Br,229.073,12,1,benzoic,c1ccccc1
Ac1348,O=C(O)CCc1cccc(I)c1,276.073,12,3,acyclic_ali,c1ccccc1
Ac1349,O=C(O)c1cc(Cl)c(Cl)c(Cl)c1,225.458,12,1,benzoic,c1ccccc1
Ac1350,O=C(O)CCSc1ccccc1Cl,216.689,13,4,acyclic_ali,c1ccccc1
Ac1352,O=C(O)C1(c2ccc(Cl)cc2)CCCCC1,238.714,16,2,alpha_quat,c1ccc(C2CCCCC2)cc1
Ac1355,O=C(O)c1ccc(-c2ccccc2C(F)(F)F)o1,256.179,18,2,heteroaryl,c1ccc(-c2ccco2)cc1
Ac1356,CCC[C@H]1CC[C@H](c2ccc(C(=O)O)cc2)CC1,246.35,18,4,benzoic,c1ccc(C2CCCCC2)cc1
Ac1358,Cc1noc(NS(=O)(=O)c2ccsc2C(=O)O)c1Cl,322.751,19,4,heteroaryl,O=S(=O)(Nc1ccno1)c1ccsc1
Ac1361,CC(C)(Oc1ccc(C(F)(F)F)cn1)C(=O)O,249.188,17,3,acyclic_ali,c1ccncc1
Ac1362,O=C(O)CC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,442.911,29,6,acyclic_ali,O=S(=O)(c1ccccc1)C1(c2ccccc2)CCCCC1
Ac1364,O=C(O)Cc1cc(Br)cs1,221.075,10,2,acyclic_ali,c1ccsc1
Ac1365,O=C(O)c1cc2cccc(Br)c2s1,257.108,13,1,heteroaryl,c1ccc2sccc2c1
Ac1366,CC(C)(C)OC(=O)N1CCC(F)(C(=O)O)CC1,247.266,17,1,cyclic_ali,C1CCNCC1
Ac1367,CC(C)(C)OC(=O)N1CCN(c2ncc(C(=O)O)cn2)CC1,308.338,22,2,aryl_other,c1cnc(N2CCNCC2)nc1
Ac1368,CN1CCN(C(=O)C2C(C(=O)O)[C@H]3CC[C@@H]2O3)CC1,268.313,19,2,cyclic_ali,O=C(C1CC2CCC1O2)N1CCNCC1
Ac1372,O=C(O)c1cc(-c2ccncc2)nc2ccccc12,250.257,19,2,aryl_other,c1ccc2nc(-c3ccncc3)ccc2c1
Ac1373,O=C(O)c1ccc(I)cn1,249.007,10,1,heteroaryl,c1ccncc1
Ac1374,Cc1c(Br)csc1C(=O)O,221.075,10,1,heteroaryl,c1ccsc1
Ac1375,O=C(O)CC1c2ccccc2Oc2ccccc21,240.258,18,2,acyclic_ali,c1ccc2c(c1)Cc1ccccc1O2
Ac1376,O=C(O)c1cc(-c2ccc([N+](=O)[O-])cc2)on1,234.167,17,3,heteroaryl,c1ccc(-c2ccno2)cc1
Ac1377,COc1ccc(C(=O)O)nc1Br,232.033,12,2,heteroaryl,c1ccncc1
Ac1379,Cc1nc(-c2cccnc2)sc1C(=O)O,220.253,15,2,heteroaryl,c1cncc(-c2nccs2)c1
Ac1380,COc1ccc(-c2cc(C(=O)O)no2)cc1,219.196,16,3,heteroaryl,c1ccc(-c2ccno2)cc1
Ac1381,O=C(O)Cc1csc2ccc(Cl)cc12,226.684,14,2,acyclic_ali,c1ccc2sccc2c1
Ac1382,Cc1cc(C(=O)O)sc1Br,221.075,10,1,heteroaryl,c1ccsc1
Ac1383,O=C(O)C(Br)CCc1ccccc1,243.1,13,4,acyclic_ali,c1ccccc1
Ac1384,O=C(O)CSCc1ccc(Cl)cc1,216.689,13,4,acyclic_ali,c1ccccc1
Ac1385,O=C(O)C12CCC(c3ccccc3)(CC1)CC2,230.307,17,2,alpha_quat,c1ccc(C23CCC(CC2)CC3)cc1
Ac1386,COc1cc(C(=O)O)c(OC)cc1Br,261.071,14,3,benzoic,c1ccccc1
Ac1387,NS(=O)(=O)c1ccc(Cl)c(C(=O)O)c1,235.648,14,2,benzoic,c1ccccc1
Ac1388,O=C(O)/C(=C/c1ccccc1)c1ccc(Cl)cc1,258.704,18,3,other,C(=Cc1ccccc1)c1ccccc1
Ac1389,Cc1ccc(S(=O)(=O)OCC(=O)O)cc1,230.241,15,4,acyclic_ali,c1ccccc1
Ac1391,CCCCCCCCCc1ccc(OCC(=O)O)cc1,278.392,20,11,acyclic_ali,c1ccccc1
Ac1392,O=C(O)CC(Sc1ccccc1)c1ccccc1,258.342,18,5,acyclic_ali,c1ccc(CSc2ccccc2)cc1
Ac1393,O=C(O)CCCc1ccccc1Br,243.1,13,4,acyclic_ali,c1ccccc1
Ac1394,O=C(O)c1cc(Cl)ccc1C(F)(F)F,224.565,14,1,benzoic,c1ccccc1
Ac1396,Cc1cc(C)c(C(=O)CCC(=O)O)c(C)c1,220.268,16,4,acyclic_ali,c1ccccc1
Ac1397,O=C(O)c1ccccc1C(=O)c1ccc(Cl)c(Cl)c1,295.121,19,3,benzoic,O=C(c1ccccc1)c1ccccc1
Ac1398,COc1cc(I)ccc1C(=O)O,278.045,12,2,benzoic,c1ccccc1
Ac1399,CC(C)(C)c1ccc(C(=O)O)cc1Br,257.127,14,1,benzoic,c1ccccc1
Ac1400,COc1ccc(OC)c([N+](=O)[O-])c1C(=O)O,227.172,16,4,benzoic,c1ccccc1
Ac1401,CS(=O)(=O)Nc1ccc(Cl)cc1C(=O)O,249.675,15,3,benzoic,c1ccccc1
Ac1403,COc1ccc(C(=O)CCCC(=O)O)cc1OC,252.266,18,7,acyclic_ali,c1ccccc1
Ac1405,O=C(O)CCCC(=O)c1ccc2ccccc2c1,242.274,18,5,acyclic_ali,c1ccc2ccccc2c1
Ac1406,Cc1cc(Br)c(C(=O)O)cc1Br,293.942,12,1,benzoic,c1ccccc1
Ac1407,O=Cc1cc(Br)ccc1OCC(=O)O,259.055,14,4,acyclic_ali,c1ccccc1
Ac1408,COc1ccc(S(=O)(=O)NCC(=O)O)cc1,245.256,16,5,alpha_amino,c1ccccc1
Ac1410,Cn1ncc(I)c1C(=O)O,252.011,10,1,heteroaryl,c1cn[nH]c1
Ac1413,CC(C)(C)OC(=O)N1CC=C(C(=O)O)CC1,227.26,16,1,other,C1=CCNCC1
Ac1414,O=C(O)c1cnn(-c2ccc(Cl)cc2)c1C(F)(F)F,290.628,19,2,aryl_other,c1ccc(-n2cccn2)cc1
Ac1415,O=C(O)c1cc2ccccc2c(-c2ccccc2Cl)n1,283.714,20,2,heteroaryl,c1ccc(-c2nccc3ccccc23)cc1
Ac1416,O=Cc1cc(OCCCC(=O)O)ccc1[N+](=O)[O-],253.21,18,7,acyclic_ali,c1ccccc1
Ac1423,COc1cc(OCCCC(=O)O)ccc1C=O,238.239,17,7,acyclic_ali,c1ccccc1
Ac1424,O=C(O)COc1ccc(OC(F)(F)F)cc1,236.145,16,4,acyclic_ali,c1ccccc1
Ac1425,O=C(O)c1ccc(-c2cc(Cl)ccc2Cl)o1,257.072,16,2,heteroaryl,c1ccc(-c2ccco2)cc1
Ac1426,O=C(O)c1ccc(CBr)c(C(F)(F)F)c1,283.043,15,2,benzoic,c1ccccc1
Ac1427,CCCCOCCOc1nc(-c2ccc(C(=O)O)c(F)c2)sc1C,353.415,24,9,benzoic,c1ccc(-c2nccs2)cc1
Ac1428,O=C(O)Cc1ccccc1OC(F)(F)F,220.146,15,3,acyclic_ali,c1ccccc1
Ac1429,O=C(O)C1(c2ccc(Cl)cc2Cl)CC1,231.078,14,2,alpha_quat,c1ccc(C2CC2)cc1
Ac1430,COc1cc(C(=O)O)c(Br)cc1F,249.035,13,2,benzoic,c1ccccc1
Ac1431,CC(C)(C)OC(=O)N1CCCC(F)(C(=O)O)C1,247.266,17,1,cyclic_ali,C1CCNCC1
Ac1432,CC[C@@H]1CN(C(=O)OCc2ccccc2)C[C@@H]1C(=O)O,277.32,20,4,cyclic_ali,O=C(OCc1ccccc1)N1CCCC1
Ac1434,CC(CC(=O)O)N1C(=O)c2ccccc2C1=O,233.223,17,3,acyclic_ali,O=C1NC(=O)c2ccccc21
Ac1435,O=C(O)c1cc([N+](=O)[O-])c(Br)s1,252.045,12,2,heteroaryl,c1ccsc1
